playerid,playername,playerpos,dtstart,dtstop,sessionid,sessiondesc,phaseid,phasename,aal,speedmax,jumps,physioload,exertions,distancetotal
8,Akuel Kot,Guard,2024-02-25 01:47:38,2024-02-25 01:50:13,175,Boise St.,1852,Segment 7,35.721081,4.977612,4,38.912799,10,225.984497
8,Akuel Kot,Guard,2024-02-25 01:52:35,2024-02-25 01:57:36,175,Boise St.,1854,Segment 7,2.196047,0.919092,0,0.602482,0,3.498889
8,Akuel Kot,Guard,2024-02-25 01:59:59,2024-02-25 02:03:24,175,Boise St.,1856,Segment 8,33.065695,5.388638,0,39.094198,9,227.037966
8,Akuel Kot,Guard,2024-02-25 02:04:18,2024-02-25 02:05:32,175,Boise St.,1858,Segment 8,16.362041,5.06781,0,18.693635,3,108.562528
8,Akuel Kot,Guard,2024-02-25 02:07:49,2024-02-25 02:15:29,175,Boise St.,1860,Segment 9,44.721336,5.06805,1,49.364076,9,286.679864
8,Akuel Kot,Guard,2024-02-25 02:17:39,2024-02-25 02:22:47,175,Boise St.,1862,Segment 10,3.193845,0.551054,0,0.755928,0,4.390022
8,Akuel Kot,Guard,2024-02-25 02:25:58,2024-02-25 02:31:09,175,Boise St.,1864,Segment 10,11.406024,1.737557,0,17.886941,0,103.87768
8,Akuel Kot,Guard,2024-02-15 03:06:12,2024-02-15 03:12:13,162,Utah State,1684,Segment 1,81.904885,5.613585,2,92.789884,20,538.873478
8,Akuel Kot,Guard,2024-02-15 03:15:29,2024-02-15 03:22:57,162,Utah State,1686,Segment 2,88.288592,5.547336,3,103.707719,19,602.278362
8,Akuel Kot,Guard,2024-02-15 03:25:37,2024-02-15 03:30:46,162,Utah State,1688,Segment 3,63.507632,4.551833,1,74.00932,18,429.806115
8,Akuel Kot,Guard,2024-02-15 03:33:45,2024-02-15 03:36:48,162,Utah State,1690,Segment 4,38.729488,5.013911,1,46.188429,14,268.237424
8,Akuel Kot,Guard,2024-02-15 03:37:42,2024-02-15 03:42:57,162,Utah State,1692,Segment 4,44.261954,5.067555,2,51.527453,9,299.243591
8,Akuel Kot,Guard,2024-02-15 03:45:28,2024-02-15 03:51:26,162,Utah State,1694,Segment 5,39.157033,5.279378,2,46.464368,11,269.839928
8,Akuel Kot,Guard,2024-02-15 04:07:37,2024-02-15 04:15:51,162,Utah State,1696,Segment 6,88.603459,5.344208,4,105.472088,28,612.524868
8,Akuel Kot,Guard,2024-02-15 04:18:39,2024-02-15 04:24:03,162,Utah State,1698,Segment 7,62.2436,5.118225,4,69.48226,17,403.515404
8,Akuel Kot,Guard,2024-02-15 04:26:43,2024-02-15 04:30:46,162,Utah State,1700,Segment 8,31.492337,5.004897,0,34.652152,12,201.240963
8,Akuel Kot,Guard,2024-02-15 04:33:33,2024-02-15 04:35:38,162,Utah State,1702,Segment 8,8.94127,4.50093,1,8.617066,1,50.043261
8,Akuel Kot,Guard,2024-02-15 04:38:24,2024-02-15 04:47:38,162,Utah State,1704,Segment 9,91.735224,4.704898,5,107.378418,15,623.595802
8,Akuel Kot,Guard,2024-02-15 04:50:17,2024-02-15 04:51:59,162,Utah State,1706,Segment 10,17.722978,4.829329,1,20.853108,2,121.103577
8,Akuel Kot,Guard,2024-02-15 04:52:30,2024-02-15 04:54:19,162,Utah State,1708,Segment 10,19.427902,5.197091,2,22.586923,4,131.172637
8,Akuel Kot,Guard,2024-02-15 04:55:36,2024-02-15 04:56:45,162,Utah State,1710,Segment 10,11.424208,3.57463,0,12.112181,1,70.340997
8,Akuel Kot,Guard,2024-02-15 04:57:38,2024-02-15 04:58:25,162,Utah State,1712,Segment 10,5.649121,4.168295,0,6.832617,1,39.680146
8,Akuel Kot,Guard,2024-02-15 04:59:21,2024-02-15 05:02:37,162,Utah State,1714,Segment 10,15.715866,3.813388,0,20.39554,2,118.446271
8,Akuel Kot,Guard,2024-02-15 05:04:51,2024-02-15 05:07:53,162,Utah State,1716,Segment 10,11.036267,3.98269,0,15.261626,2,88.631273
8,Akuel Kot,Guard,2024-02-07 01:35:15,2024-02-07 01:44:32,155,New Mexico,1590,Segment 1,116.286927,5.666927,5,137.890183,28,800.791634
8,Akuel Kot,Guard,2024-02-07 01:47:11,2024-02-07 01:50:45,155,New Mexico,1592,Segment 2,54.317603,4.857223,2,58.731649,19,341.081663
8,Akuel Kot,Guard,2024-02-07 01:53:23,2024-02-07 02:00:23,155,New Mexico,1594,Segment 3,72.737939,5.464021,3,86.491017,13,502.293069
8,Akuel Kot,Guard,2024-02-07 02:02:45,2024-02-07 02:06:08,155,New Mexico,1596,Segment 4,36.711248,6.046852,2,42.43137,8,246.418459
8,Akuel Kot,Guard,2024-02-07 02:07:16,2024-02-07 02:09:45,155,New Mexico,1598,Segment 4,34.436617,4.975612,1,39.369835,9,228.638719
8,Akuel Kot,Guard,2024-02-07 02:12:13,2024-02-07 02:14:42,155,New Mexico,1600,Segment 5,37.63434,4.415211,4,41.414436,11,240.512655
8,Akuel Kot,Guard,2024-02-07 02:15:45,2024-02-07 02:19:17,155,New Mexico,1602,Segment 5,43.993486,5.303538,3,49.313915,9,286.388557
8,Akuel Kot,Guard,2024-02-07 02:35:22,2024-02-07 02:44:25,155,New Mexico,1604,Segment 6,92.281152,5.240596,1,108.289708,24,628.888081
8,Akuel Kot,Guard,2024-02-07 02:46:53,2024-02-07 02:49:32,155,New Mexico,1606,Segment 7,47.180693,5.658873,1,52.234317,13,303.348675
8,Akuel Kot,Guard,2024-02-07 02:52:04,2024-02-07 02:55:55,155,New Mexico,1608,Segment 7,43.00466,5.410295,1,50.945156,3,295.861923
8,Akuel Kot,Guard,2024-02-07 02:58:09,2024-02-07 03:00:20,155,New Mexico,1610,Segment 8,27.865225,5.159804,0,33.713423,4,195.789335
8,Akuel Kot,Guard,2024-02-07 03:01:50,2024-02-07 03:05:45,155,New Mexico,1612,Segment 8,47.286894,5.09723,3,55.898635,10,324.629051
8,Akuel Kot,Guard,2024-02-07 03:08:03,2024-02-07 03:13:31,155,New Mexico,1614,Segment 9,64.82059,5.745404,3,78.583784,19,456.372133
8,Akuel Kot,Guard,2024-02-07 03:15:11,2024-02-07 03:17:43,155,New Mexico,1616,Segment 9,37.933798,5.07157,2,42.158203,8,244.83205
8,Akuel Kot,Guard,2024-02-07 03:20:16,2024-02-07 03:23:45,155,New Mexico,1618,Segment 10,43.673901,4.964842,1,46.510712,10,270.109072
8,Akuel Kot,Guard,2024-01-27 21:05:34,2024-01-27 21:11:23,145,CSU,1275,Segment 1,83.366255,5.223578,5,91.515604,26,531.473153
8,Akuel Kot,Guard,2024-01-27 21:13:57,2024-01-27 21:20:43,145,CSU,1277,Segment 2,92.529498,4.815186,3,105.877306,25,614.87815
8,Akuel Kot,Guard,2024-01-27 21:23:12,2024-01-27 21:27:55,145,CSU,1279,Segment 3,44.678349,5.252899,0,50.789168,12,294.956027
8,Akuel Kot,Guard,2024-01-27 21:30:23,2024-01-27 21:35:45,145,CSU,1281,Segment 4,77.545785,5.293069,2,91.636818,22,532.177097
8,Akuel Kot,Guard,2024-01-27 21:38:17,2024-01-27 21:42:48,145,CSU,1283,Segment 5,47.567247,5.631196,2,54.750411,16,317.960786
8,Akuel Kot,Guard,2024-01-27 21:43:46,2024-01-27 21:46:29,145,CSU,1285,Segment 5,27.517419,4.667558,1,29.78397,7,172.969198
8,Akuel Kot,Guard,2024-01-27 22:04:33,2024-01-27 22:11:54,145,CSU,1287,Segment 6,101.105379,4.624382,3,108.556789,24,630.439138
8,Akuel Kot,Guard,2024-01-27 22:14:31,2024-01-27 22:18:35,145,CSU,1289,Segment 7,50.271424,5.659385,2,54.376623,12,315.790025
8,Akuel Kot,Guard,2024-01-27 22:21:47,2024-01-27 22:27:27,145,CSU,1291,Segment 8,58.411537,5.33852,1,69.890941,15,405.888798
8,Akuel Kot,Guard,2024-01-27 22:29:54,2024-01-27 22:33:19,145,CSU,1293,Segment 8,31.955349,4.695638,0,33.76563,7,196.092521
8,Akuel Kot,Guard,2024-01-27 22:35:39,2024-01-27 22:38:29,145,CSU,1295,Segment 9,26.058107,4.516028,2,29.141889,7,169.240335
8,Akuel Kot,Guard,2024-01-27 22:39:34,2024-01-27 22:43:03,145,CSU,1297,Segment 9,36.72372,4.772781,1,42.159865,10,244.841702
8,Akuel Kot,Guard,2024-01-27 22:45:30,2024-01-27 22:52:12,145,CSU,1299,Segment 10,67.340531,5.032959,1,77.182906,14,448.236588
8,Akuel Kot,Guard,2024-01-27 22:53:17,2024-01-27 22:53:51,145,CSU,1301,Segment 10,4.506864,2.286076,0,4.076025,0,23.671349
8,Akuel Kot,Guard,2024-01-27 22:55:36,2024-01-27 23:00:15,145,CSU,1303,Segment 10,32.099532,5.074549,2,38.274537,5,222.277816
8,Akuel Kot,Guard,2024-01-27 23:01:08,2024-01-27 23:03:02,145,CSU,1305,Segment 10,2.952072,1.464144,0,3.230609,0,18.761629
8,Akuel Kot,Guard,2024-01-27 23:05:58,2024-01-27 23:06:17,145,CSU,1307,Segment 10,0.749962,0.553577,0,0.542906,0,3.152902
8,Akuel Kot,Guard,2024-01-27 23:07:34,2024-01-27 23:08:12,145,CSU,1309,Segment 10,4.774412,3.566694,0,5.644128,1,32.778044
8,Akuel Kot,Guard,2024-01-27 23:09:59,2024-01-27 23:11:49,145,CSU,1311,Segment 11 (OT),17.644385,4.176147,1,20.257085,4,117.642196
8,Akuel Kot,Guard,2024-01-27 23:15:12,2024-01-27 23:21:36,145,CSU,1313,Segment 11 (OT),55.78796,5.047361,3,66.968514,12,388.916923
8,Akuel Kot,Guard,2024-01-27 23:22:38,2024-01-27 23:24:30,145,CSU,1315,Segment 11 (OT),19.180034,4.743773,0,24.708981,5,143.496401
8,Akuel Kot,Guard,2024-01-27 23:25:30,2024-01-27 23:26:24,145,CSU,1317,Segment 11 (OT),8.141141,3.606377,2,10.862247,2,63.082058
8,Akuel Kot,Guard,2024-01-27 23:27:19,2024-01-27 23:29:36,145,CSU,1319,Segment 11 (OT),21.009734,5.522942,0,24.851009,6,144.321224
8,Akuel Kot,Guard,2024-01-27 23:30:50,2024-01-27 23:32:25,145,CSU,1321,Segment 11 (OT),11.345264,4.476131,0,11.857709,0,68.863161
8,Akuel Kot,Guard,2024-01-21 00:35:05,2024-01-21 00:41:19,139,Nevada,1410,Segment 1,82.656802,5.955415,4,90.441768,19,525.236895
8,Akuel Kot,Guard,2024-01-21 00:43:39,2024-01-21 00:49:54,139,Nevada,1409,Segment 2,72.484131,5.225759,0,78.663772,19,456.836659
8,Akuel Kot,Guard,2024-01-21 00:53:29,2024-01-21 01:00:31,139,Nevada,1413,Segment 3,53.498834,5.462798,3,66.043114,9,383.542699
8,Akuel Kot,Guard,2024-01-21 01:02:32,2024-01-21 01:12:27,139,Nevada,1415,Segment 4,96.139477,5.242195,1,114.533701,14,665.149815
8,Akuel Kot,Guard,2024-01-21 01:14:48,2024-01-21 01:18:51,139,Nevada,1417,Segment 5,54.21835,5.890258,5,59.856765,9,347.615731
8,Akuel Kot,Guard,2024-01-21 01:19:33,2024-01-21 01:22:17,139,Nevada,1419,Segment 5,32.230195,4.348873,2,37.315607,6,216.70887
8,Akuel Kot,Guard,2024-01-21 01:38:41,2024-01-21 01:48:26,139,Nevada,1421,Segment 6,110.960941,5.104646,3,128.924965,31,748.726496
8,Akuel Kot,Guard,2024-01-21 01:50:47,2024-01-21 01:58:26,139,Nevada,1423,Segment 7,79.046542,6.122033,7,94.524793,10,548.948892
8,Akuel Kot,Guard,2024-01-21 02:00:37,2024-01-21 02:06:42,139,Nevada,1425,Segment 8,61.567922,4.747777,6,72.227161,10,419.456303
8,Akuel Kot,Guard,2024-01-21 02:09:12,2024-01-21 02:11:19,139,Nevada,1427,Segment 8,20.321452,4.880321,0,19.476182,7,113.107133
8,Akuel Kot,Guard,2024-01-21 02:13:39,2024-01-21 02:25:22,139,Nevada,1429,Segment 9,78.067356,4.714399,1,96.444928,12,560.099997
8,Akuel Kot,Guard,2024-01-21 02:28:06,2024-01-21 02:28:43,139,Nevada,1431,Segment 10,3.829099,3.212861,1,5.420904,1,31.481681
8,Akuel Kot,Guard,2024-01-21 02:29:21,2024-01-21 02:31:41,139,Nevada,1433,Segment 10,28.00679,4.142423,2,30.178461,7,175.260186
8,Akuel Kot,Guard,2024-01-21 02:33:10,2024-01-21 02:37:18,139,Nevada,1435,Segment 10,35.757784,4.356268,2,41.339782,14,240.079106
8,Akuel Kot,Guard,2024-01-21 02:38:19,2024-01-21 02:41:22,139,Nevada,1438,Segment 10,25.420895,4.450855,2,29.85444,1,173.378445
8,Akuel Kot,Guard,2024-01-21 02:42:13,2024-01-21 02:45:30,139,Nevada,1437,Segment 10,28.253983,4.449551,0,37.889773,10,220.043316
8,Akuel Kot,Guard,2024-01-13 21:05:20,2024-01-13 21:10:09,133,Fresno St.,1553,Segment 1,79.025607,5.651621,3,88.785795,14,515.619895
8,Akuel Kot,Guard,2024-01-13 21:12:17,2024-01-13 21:20:02,133,Fresno St.,1555,Segment 2,92.411647,6.048713,2,105.266822,21,611.33279
8,Akuel Kot,Guard,2024-01-13 21:22:10,2024-01-13 21:31:39,133,Fresno St.,1557,Segment 3,46.931185,5.489393,3,54.359608,8,315.691211
8,Akuel Kot,Guard,2024-01-13 21:34:25,2024-01-13 21:40:25,133,Fresno St.,1559,Segment 4,59.177282,6.318326,1,65.696266,11,381.528396
8,Akuel Kot,Guard,2024-01-13 21:42:57,2024-01-13 21:47:56,133,Fresno St.,1561,Segment 5,59.879371,5.766535,2,69.494178,11,403.584612
8,Akuel Kot,Guard,2024-01-13 21:48:58,2024-01-13 21:50:56,133,Fresno St.,1563,Segment 5,0.618494,0.0,0,0.0,0,0.0
8,Akuel Kot,Guard,2024-01-13 21:51:48,2024-01-13 21:52:45,133,Fresno St.,1565,Segment 5,2.672901,1.928582,0,6.094642,0,35.394384
8,Akuel Kot,Guard,2024-01-13 22:08:52,2024-01-13 22:11:38,133,Fresno St.,1567,Segment 6,36.432633,4.565117,1,38.74893,11,225.032837
8,Akuel Kot,Guard,2024-01-13 22:13:45,2024-01-13 22:17:58,133,Fresno St.,1569,Segment 6,52.885225,4.487121,1,57.239181,10,332.414217
8,Akuel Kot,Guard,2024-01-13 22:20:25,2024-01-13 22:28:18,133,Fresno St.,1571,Segment 7,75.395072,5.764177,1,85.698732,17,497.691906
8,Akuel Kot,Guard,2024-01-13 22:30:55,2024-01-13 22:32:59,133,Fresno St.,1573,Segment 8,2.727307,1.871714,0,3.53855,0,20.549985
8,Akuel Kot,Guard,2024-01-13 22:33:40,2024-01-13 22:39:32,133,Fresno St.,1575,Segment 8,64.133228,6.397767,4,76.90074,12,446.597922
8,Akuel Kot,Guard,2024-01-13 22:42:13,2024-01-13 22:47:17,133,Fresno St.,1577,Segment 9,62.333686,4.81153,0,69.679365,15,404.66008
8,Akuel Kot,Guard,2024-01-13 22:48:19,2024-01-13 22:50:03,133,Fresno St.,1579,Segment 9,23.520804,4.239435,1,25.83943,5,150.061442
8,Akuel Kot,Guard,2024-01-13 22:52:11,2024-01-13 22:55:40,133,Fresno St.,1581,Segment 10,46.158188,4.106775,2,49.746746,15,288.902209
8,Akuel Kot,Guard,2024-01-13 22:57:57,2024-01-13 23:00:19,133,Fresno St.,1583,Segment 10,19.539761,5.263744,0,23.65305,5,137.364128
8,Akuel Kot,Guard,2024-01-13 23:02:04,2024-01-13 23:03:01,133,Fresno St.,1585,Segment 10,11.775498,3.757475,1,13.378062,1,77.692553
8,Akuel Kot,Guard,2023-12-17 02:05:28,2023-12-17 02:13:03,58,Weber State,772,Segment 1,112.035601,5.677519,5,117.091753,32,715.113289
8,Akuel Kot,Guard,2023-12-17 02:15:36,2023-12-17 02:17:51,58,Weber State,774,Segment 2,34.173499,4.692086,1,32.651853,8,199.414334
8,Akuel Kot,Guard,2023-12-17 02:20:23,2023-12-17 02:25:44,58,Weber State,776,Segment 3,47.811366,5.65082,7,50.150243,9,306.282075
8,Akuel Kot,Guard,2023-12-17 02:28:15,2023-12-17 02:33:40,58,Weber State,778,Segment 4,23.937144,4.366751,0,26.349621,3,160.924773
8,Akuel Kot,Guard,2023-12-17 02:36:29,2023-12-17 02:44:11,58,Weber State,780,Segment 5,75.371985,5.010624,6,76.265298,16,465.774292
8,Akuel Kot,Guard,2023-12-17 02:45:10,2023-12-17 02:46:33,58,Weber State,782,Segment 5,10.278173,4.124209,1,12.535859,0,76.560126
8,Akuel Kot,Guard,2023-12-17 02:47:21,2023-12-17 02:47:49,58,Weber State,784,Segment 5,6.149483,3.635466,0,4.369191,3,26.683919
8,Akuel Kot,Guard,2023-12-17 03:05:48,2023-12-17 03:10:27,58,Weber State,786,Segment 6,57.588568,4.603072,1,63.211741,21,386.052435
8,Akuel Kot,Guard,2023-12-17 03:11:56,2023-12-17 03:13:57,58,Weber State,788,Segment 6,21.127537,4.579978,2,23.723442,4,144.885938
8,Akuel Kot,Guard,2023-12-17 03:16:15,2023-12-17 03:21:45,58,Weber State,790,Segment 7,64.401065,6.612875,5,65.150561,13,397.89337
8,Akuel Kot,Guard,2023-12-17 03:22:18,2023-12-17 03:23:36,58,Weber State,792,Segment 7,17.210667,4.059731,0,19.342281,6,118.128919
8,Akuel Kot,Guard,2023-12-17 03:26:13,2023-12-17 03:27:03,58,Weber State,794,Segment 8,8.614412,2.945121,0,6.744391,0,41.189953
8,Akuel Kot,Guard,2023-12-17 03:29:13,2023-12-17 03:33:27,58,Weber State,796,Segment 8,54.985159,4.778898,6,54.795872,16,334.654279
8,Akuel Kot,Guard,2023-12-17 03:34:27,2023-12-17 03:35:46,58,Weber State,798,Segment 8,17.606416,4.146031,0,17.03136,5,104.015455
8,Akuel Kot,Guard,2023-12-17 03:38:02,2023-12-17 03:43:27,58,Weber State,800,Segment 9,67.179003,4.88204,2,71.900749,20,439.118721
8,Akuel Kot,Guard,2023-12-17 03:45:54,2023-12-17 03:52:32,58,Weber State,802,Segment 10,60.557542,4.893258,0,64.254112,9,392.418496
8,Akuel Kot,Guard,2023-12-17 03:53:30,2023-12-17 03:54:35,58,Weber State,804,Segment 10,12.458227,4.690201,0,12.857431,3,78.524057
8,Akuel Kot,Guard,2023-12-17 03:56:23,2023-12-17 03:58:39,58,Weber State,806,Segment 10,23.303475,4.435146,1,24.600281,9,150.241051
8,Akuel Kot,Guard,2023-12-09 21:06:15,2023-12-09 21:11:47,52,SFA,695,Segment 1,71.977573,4.316263,2,75.941513,19,463.79684
8,Akuel Kot,Guard,2023-12-09 21:15:11,2023-12-09 21:22:02,52,SFA,697,Segment 2,63.86577,4.780699,5,62.126145,18,379.422381
8,Akuel Kot,Guard,2023-12-09 21:25:11,2023-12-09 21:30:54,52,SFA,699,Segment 3,46.795608,5.904052,3,51.268208,8,313.109815
8,Akuel Kot,Guard,2023-12-09 21:31:52,2023-12-09 21:34:35,52,SFA,701,Segment 3,1.835002,0.633964,0,0.694134,0,4.23928
8,Akuel Kot,Guard,2023-12-09 21:37:52,2023-12-09 21:42:05,52,SFA,703,Segment 4,34.65848,4.749785,2,36.921528,9,225.490479
8,Akuel Kot,Guard,2023-12-09 21:43:01,2023-12-09 21:46:20,52,SFA,705,Segment 4,46.258173,6.38324,3,46.213738,11,282.240697
8,Akuel Kot,Guard,2023-12-09 21:49:17,2023-12-09 21:58:01,52,SFA,707,Segment 5,87.525619,5.336261,5,88.218946,14,538.778686
8,Akuel Kot,Guard,2023-12-09 22:15:58,2023-12-09 22:18:18,52,SFA,710,Segment 6,22.194392,4.210986,0,23.340674,5,142.548262
8,Akuel Kot,Guard,2023-12-09 22:18:49,2023-12-09 22:25:42,52,SFA,712,Segment 6,79.238792,4.659344,3,87.775404,21,536.069843
8,Akuel Kot,Guard,2023-12-09 22:28:45,2023-12-09 22:29:56,52,SFA,714,Segment 7,21.043666,5.716964,1,21.609508,4,131.975532
8,Akuel Kot,Guard,2023-12-09 22:32:58,2023-12-09 22:38:10,52,SFA,716,Segment 7,56.868943,4.895039,5,60.456634,10,369.226192
8,Akuel Kot,Guard,2023-12-09 22:41:19,2023-12-09 22:49:16,52,SFA,718,Segment 8,87.189871,5.377852,2,93.346557,17,570.09449
8,Akuel Kot,Guard,2023-12-09 22:52:24,2023-12-09 22:56:37,52,SFA,720,Segment 9,46.268539,5.557625,0,48.702468,8,297.440092
8,Akuel Kot,Guard,2023-12-09 22:58:42,2023-12-09 23:01:16,52,SFA,722,Segment 9,28.809872,4.858668,1,30.673933,5,187.334604
8,Akuel Kot,Guard,2023-12-09 23:02:19,2023-12-09 23:03:16,52,SFA,724,Segment 9,11.987576,3.489661,1,11.414957,3,69.71445
8,Akuel Kot,Guard,2023-12-09 23:06:04,2023-12-09 23:09:22,52,SFA,726,Segment 10,29.221089,5.716756,0,34.306286,9,209.51844
8,Akuel Kot,Guard,2023-12-09 23:10:35,2023-12-09 23:13:10,52,SFA,728,Segment 10,20.787326,3.258726,0,21.519486,6,131.425743
8,Akuel Kot,Guard,2023-12-09 23:13:31,2023-12-09 23:14:38,52,SFA,730,Segment 10,9.624685,5.269813,1,10.344728,3,63.178256
8,Akuel Kot,Guard,2023-12-09 23:16:34,2023-12-09 23:20:01,52,SFA,732,Segment 10,31.67635,3.979428,0,32.105928,5,196.080213
8,Akuel Kot,Guard,2023-12-09 23:21:35,2023-12-09 23:23:35,52,SFA,734,Segment 10,15.479239,5.458528,0,20.281641,5,123.865864
8,Akuel Kot,Guard,2023-12-06 01:34:47,2023-12-06 01:41:07,47,SD Mines,644,Segment 1,84.027445,5.218104,2,92.527687,27,565.093418
8,Akuel Kot,Guard,2023-12-06 01:43:28,2023-12-06 01:50:56,47,SD Mines,646,Segment 2,89.604921,4.698504,5,99.066717,25,605.029164
8,Akuel Kot,Guard,2023-12-06 01:53:31,2023-12-06 02:00:40,47,SD Mines,648,Segment 3,88.384834,6.137648,11,98.657171,17,602.527952
8,Akuel Kot,Guard,2023-12-06 02:03:12,2023-12-06 02:07:45,47,SD Mines,650,Segment 4,60.719617,5.442654,4,64.95677,18,396.709827
8,Akuel Kot,Guard,2023-12-06 02:09:32,2023-12-06 02:11:51,47,SD Mines,652,Segment 4,32.705432,4.674006,3,32.627678,7,199.266688
8,Akuel Kot,Guard,2023-12-06 02:14:23,2023-12-06 02:14:58,47,SD Mines,654,Segment 5,9.462871,4.26412,0,8.718477,4,53.246269
8,Akuel Kot,Guard,2023-12-06 02:15:48,2023-12-06 02:19:16,47,SD Mines,656,Segment 5,38.878228,5.42777,2,43.833136,11,267.701672
8,Akuel Kot,Guard,2023-12-06 02:20:19,2023-12-06 02:21:14,47,SD Mines,658,Segment 5,13.239047,4.686206,2,13.650848,1,83.369688
8,Akuel Kot,Guard,2023-12-06 02:37:37,2023-12-06 02:43:37,47,SD Mines,660,Segment 6,79.061257,5.785975,3,85.690747,23,523.338242
8,Akuel Kot,Guard,2023-12-06 02:46:14,2023-12-06 02:51:11,47,SD Mines,662,Segment 7,56.851515,5.073905,2,62.250055,12,380.179139
8,Akuel Kot,Guard,2023-12-06 02:53:49,2023-12-06 02:55:25,47,SD Mines,664,Segment 7,16.303675,4.507015,1,17.985721,3,109.844013
8,Akuel Kot,Guard,2023-12-06 02:58:01,2023-12-06 03:03:44,47,SD Mines,666,Segment 8,78.697003,5.461562,4,88.923432,21,543.081187
8,Akuel Kot,Guard,2023-12-06 03:06:12,2023-12-06 03:09:17,47,SD Mines,668,Segment 9,37.484398,4.123905,1,40.518763,15,247.459835
8,Akuel Kot,Guard,2023-12-06 03:10:58,2023-12-06 03:13:15,47,SD Mines,670,Segment 9,29.005901,4.292663,1,27.286922,9,166.649147
8,Akuel Kot,Guard,2023-12-06 03:15:51,2023-12-06 03:18:30,47,SD Mines,672,Segment 10,37.729187,4.793444,2,39.252713,9,239.727703
8,Akuel Kot,Guard,2023-12-06 03:20:11,2023-12-06 03:24:09,47,SD Mines,674,Segment 10,12.361786,5.06063,1,12.755763,2,77.903144
8,Akuel Kot,Guard,2023-11-12 02:05:13,2023-11-12 02:10:34,21,Cal Poly ,266,Segment 1,74.674967,5.240555,4,77.090897,17,470.81646
8,Akuel Kot,Guard,2023-11-12 02:11:22,2023-11-12 02:13:09,21,Cal Poly ,268,Segment 1,21.423819,4.847585,0,22.97688,1,140.32647
8,Akuel Kot,Guard,2023-11-12 02:15:55,2023-11-12 02:23:45,21,Cal Poly ,270,Segment 2,97.90312,4.79098,5,101.609659,18,620.559655
8,Akuel Kot,Guard,2023-11-12 02:26:21,2023-11-12 02:32:25,21,Cal Poly ,272,Segment 3,34.203539,4.983775,0,30.998455,9,189.316555
8,Akuel Kot,Guard,2023-11-12 02:35:25,2023-11-12 02:42:23,21,Cal Poly ,274,Segment 4,56.196173,6.653042,3,61.972767,6,378.485659
8,Akuel Kot,Guard,2023-11-12 02:45:25,2023-11-12 02:51:22,21,Cal Poly ,276,Segment 5,51.619327,5.172371,0,50.444973,10,308.08208
8,Akuel Kot,Guard,2023-11-12 02:52:34,2023-11-12 02:53:40,21,Cal Poly ,278,Segment 5,10.969504,4.010286,1,11.140439,3,68.037889
8,Akuel Kot,Guard,2023-11-12 03:09:30,2023-11-12 03:13:15,21,Cal Poly ,280,Segment 6,46.819232,5.768578,0,48.190653,13,294.314289
8,Akuel Kot,Guard,2023-11-12 03:15:57,2023-11-12 03:18:27,21,Cal Poly ,282,Segment 6,27.332452,4.779724,1,29.316575,9,179.044824
8,Akuel Kot,Guard,2023-11-12 03:21:09,2023-11-12 03:25:26,21,Cal Poly ,284,Segment 7,45.805302,4.629147,3,45.459766,10,277.63597
8,Akuel Kot,Guard,2023-11-12 03:26:58,2023-11-12 03:32:34,21,Cal Poly ,286,Segment 7,71.413308,4.889419,6,72.244421,19,441.217629
8,Akuel Kot,Guard,2023-11-12 03:36:39,2023-11-12 03:41:17,21,Cal Poly ,288,Segment 8,9.615607,2.589958,0,7.568073,1,46.220419
8,Akuel Kot,Guard,2023-11-12 03:43:20,2023-11-12 03:49:10,21,Cal Poly ,290,Segment 8,24.243178,3.98819,1,23.030886,3,140.656298
8,Akuel Kot,Guard,2023-11-12 03:51:44,2023-11-12 03:57:02,21,Cal Poly ,292,Segment 9,66.193548,4.671082,6,67.404186,17,411.656907
8,Akuel Kot,Guard,2023-11-12 03:57:53,2023-11-12 04:00:23,21,Cal Poly ,294,Segment 9,25.629431,3.97236,1,28.377585,8,173.31014
8,Akuel Kot,Guard,2023-11-12 04:02:38,2023-11-12 04:12:15,21,Cal Poly ,296,Segment 10,84.38502,5.310409,3,93.517102,19,571.136062
8,Akuel Kot,Guard,2023-11-08 01:35:50,2023-11-08 01:42:52,15,NNM,203,Segment 1,101.639989,5.90139,4,100.96461,17,616.620148
8,Akuel Kot,Guard,2023-11-08 01:45:28,2023-11-08 01:54:09,15,NNM,205,Segment 2,112.500079,4.889404,7,118.511806,17,723.785967
8,Akuel Kot,Guard,2023-11-08 01:56:52,2023-11-08 02:03:30,15,NNM,207,Segment 3,56.727337,4.464043,1,55.103576,7,336.533516
8,Akuel Kot,Guard,2023-11-08 02:06:25,2023-11-08 02:11:43,15,NNM,209,Segment 4,75.22182,5.427098,3,79.887845,22,487.898234
8,Akuel Kot,Guard,2023-11-08 02:13:07,2023-11-08 02:14:39,15,NNM,211,Segment 4,24.429049,4.229519,0,23.430819,6,143.098806
8,Akuel Kot,Guard,2023-11-08 02:17:20,2023-11-08 02:23:48,15,NNM,213,Segment 5,79.103351,4.537297,3,82.863308,19,506.070247
8,Akuel Kot,Guard,2023-11-08 02:24:43,2023-11-08 02:25:21,15,NNM,215,Segment 5,6.205562,4.386331,1,6.325092,0,38.629171
8,Akuel Kot,Guard,2023-11-08 02:41:09,2023-11-08 02:43:03,15,NNM,217,Segment 6,29.994466,4.611391,4,29.947852,9,182.900215
