index,Feature,Coefficient,Player
JUMPS,JUMP_HEIGHT_IMP_MOM,0.0,5
PHYSIOLOAD,JUMP_HEIGHT_IMP_MOM,0.0,5
EXERTIONS,JUMP_HEIGHT_IMP_MOM,0.0,5
DISTANCE,JUMP_HEIGHT_IMP_MOM,0.0,5
AAL,MEAN_LANDING_POWER,-0.15708009457524977,5
SPEEDMAX,MEAN_LANDING_POWER,-0.16400029492072157,5
JUMPS,MEAN_LANDING_POWER,-0.25008022396585283,5
PHYSIOLOAD,MEAN_LANDING_POWER,-0.19492273545486632,5
EXERTIONS,MEAN_LANDING_POWER,-0.08853495697296981,5
DISTANCE,MEAN_LANDING_POWER,-0.1918238340533887,5
AAL,MEAN_TAKEOFF_ACCELERATION,0.0,5
SPEEDMAX,MEAN_TAKEOFF_ACCELERATION,0.0,5
JUMPS,MEAN_TAKEOFF_ACCELERATION,0.0,5
PHYSIOLOAD,MEAN_TAKEOFF_ACCELERATION,0.0,5
EXERTIONS,MEAN_TAKEOFF_ACCELERATION,0.0,5
DISTANCE,MEAN_TAKEOFF_ACCELERATION,0.0,5
AAL,CONCENTRIC_MEAN_FORCE,0.0,5
SPEEDMAX,CONCENTRIC_MEAN_FORCE,0.0,5
JUMPS,CONCENTRIC_MEAN_FORCE,0.0,5
PHYSIOLOAD,CONCENTRIC_MEAN_FORCE,0.0,5
EXERTIONS,CONCENTRIC_MEAN_FORCE,0.0,5
DISTANCE,CONCENTRIC_MEAN_FORCE,0.0,5
AAL,ECCENTRIC_MEAN_FORCE,0.0,5
SPEEDMAX,ECCENTRIC_MEAN_FORCE,0.0,5
JUMPS,ECCENTRIC_MEAN_FORCE,0.0,5
PHYSIOLOAD,ECCENTRIC_MEAN_FORCE,0.0,5
EXERTIONS,ECCENTRIC_MEAN_FORCE,0.0,5
DISTANCE,ECCENTRIC_MEAN_FORCE,0.0,5
AAL,ECCENTRIC_CONCENTRIC_MEAN_FORCE_RATIO,0.0,5
SPEEDMAX,ECCENTRIC_CONCENTRIC_MEAN_FORCE_RATIO,0.0,5
JUMPS,ECCENTRIC_CONCENTRIC_MEAN_FORCE_RATIO,0.0,5
PHYSIOLOAD,ECCENTRIC_CONCENTRIC_MEAN_FORCE_RATIO,0.0,5
EXERTIONS,ECCENTRIC_CONCENTRIC_MEAN_FORCE_RATIO,0.0,5
DISTANCE,ECCENTRIC_CONCENTRIC_MEAN_FORCE_RATIO,0.0,5
AAL,CONCENTRIC_MEAN_POWER,0.0,5
SPEEDMAX,CONCENTRIC_MEAN_POWER,0.0,5
JUMPS,CONCENTRIC_MEAN_POWER,0.0,5
PHYSIOLOAD,CONCENTRIC_MEAN_POWER,0.0,5
EXERTIONS,CONCENTRIC_MEAN_POWER,0.0,5
DISTANCE,CONCENTRIC_MEAN_POWER,0.0,5
AAL,CONCENTRIC_MEAN_POWER_BM,0.0,5
SPEEDMAX,CONCENTRIC_MEAN_POWER_BM,0.0,5
JUMPS,CONCENTRIC_MEAN_POWER_BM,0.0,5
PHYSIOLOAD,CONCENTRIC_MEAN_POWER_BM,0.0,5
EXERTIONS,CONCENTRIC_MEAN_POWER_BM,0.0,5
DISTANCE,CONCENTRIC_MEAN_POWER_BM,0.0,5
AAL,MEAN_TAKEOFF_VELOCITY,0.0,5
SPEEDMAX,MEAN_TAKEOFF_VELOCITY,0.0,5
JUMPS,MEAN_TAKEOFF_VELOCITY,0.0,5
PHYSIOLOAD,MEAN_TAKEOFF_VELOCITY,0.0,5
EXERTIONS,MEAN_TAKEOFF_VELOCITY,0.0,5
DISTANCE,MEAN_TAKEOFF_VELOCITY,0.0,5
AAL,CONCENTRIC_PEAK_VELOCITY,0.0,5
SPEEDMAX,CONCENTRIC_PEAK_VELOCITY,0.0,5
JUMPS,CONCENTRIC_PEAK_VELOCITY,0.0,5
PHYSIOLOAD,CONCENTRIC_PEAK_VELOCITY,0.0,5
EXERTIONS,CONCENTRIC_PEAK_VELOCITY,0.0,5
DISTANCE,CONCENTRIC_PEAK_VELOCITY,0.0,5
AAL,CONTRACTION_TIME,0.0,5
SPEEDMAX,CONTRACTION_TIME,0.0,5
JUMPS,CONTRACTION_TIME,0.0,5
PHYSIOLOAD,CONTRACTION_TIME,0.0,5
EXERTIONS,CONTRACTION_TIME,0.0,5
DISTANCE,CONTRACTION_TIME,0.0,5
AAL,VERTICAL_VELOCITY_AT_TAKEOFF,0.0,5
SPEEDMAX,VERTICAL_VELOCITY_AT_TAKEOFF,0.0,5
JUMPS,VERTICAL_VELOCITY_AT_TAKEOFF,0.0,5
PHYSIOLOAD,VERTICAL_VELOCITY_AT_TAKEOFF,0.0,5
EXERTIONS,VERTICAL_VELOCITY_AT_TAKEOFF,0.0,5
DISTANCE,VERTICAL_VELOCITY_AT_TAKEOFF,0.0,5
AAL,CONCENTRIC_DURATION,0.0,5
SPEEDMAX,CONCENTRIC_DURATION,0.0,5
JUMPS,CONCENTRIC_DURATION,0.0,5
PHYSIOLOAD,CONCENTRIC_DURATION,0.0,5
EXERTIONS,CONCENTRIC_DURATION,0.0,5
DISTANCE,CONCENTRIC_DURATION,0.0,5
AAL,ECCENTRIC_DECELERATION_PHASE_DURATION,0.0,5
SPEEDMAX,ECCENTRIC_DECELERATION_PHASE_DURATION,0.0,5
JUMPS,ECCENTRIC_DECELERATION_PHASE_DURATION,0.0,5
PHYSIOLOAD,ECCENTRIC_DECELERATION_PHASE_DURATION,0.0,5
EXERTIONS,ECCENTRIC_DECELERATION_PHASE_DURATION,0.0,5
DISTANCE,ECCENTRIC_DECELERATION_PHASE_DURATION,0.0,5
AAL,ECCENTRIC_MEAN_DECELERATION_FORCE,0.0,5
SPEEDMAX,ECCENTRIC_MEAN_DECELERATION_FORCE,0.0,5
JUMPS,ECCENTRIC_MEAN_DECELERATION_FORCE,0.0,5
PHYSIOLOAD,ECCENTRIC_MEAN_DECELERATION_FORCE,0.0,5
EXERTIONS,ECCENTRIC_MEAN_DECELERATION_FORCE,0.0,5
DISTANCE,ECCENTRIC_MEAN_DECELERATION_FORCE,0.0,5
AAL,P_2_CONCENTRIC_IMPULSE,0.0,5
SPEEDMAX,P_2_CONCENTRIC_IMPULSE,0.0,5
JUMPS,P_2_CONCENTRIC_IMPULSE,0.0,5
PHYSIOLOAD,P_2_CONCENTRIC_IMPULSE,0.0,5
EXERTIONS,P_2_CONCENTRIC_IMPULSE,0.0,5
DISTANCE,P_2_CONCENTRIC_IMPULSE,0.0,5
AAL,ECCENTRIC_PEAK_FORCE,0.0,5
SPEEDMAX,ECCENTRIC_PEAK_FORCE,0.0,5
JUMPS,ECCENTRIC_PEAK_FORCE,0.0,5
PHYSIOLOAD,ECCENTRIC_PEAK_FORCE,0.0,5
EXERTIONS,ECCENTRIC_PEAK_FORCE,0.0,5
DISTANCE,ECCENTRIC_PEAK_FORCE,0.0,5
AAL,ECCENTRIC_PEAK_FORCE_BM,0.0,5
SPEEDMAX,ECCENTRIC_PEAK_FORCE_BM,0.0,5
JUMPS,ECCENTRIC_PEAK_FORCE_BM,0.0,5
PHYSIOLOAD,ECCENTRIC_PEAK_FORCE_BM,0.0,5
EXERTIONS,ECCENTRIC_PEAK_FORCE_BM,0.0,5
DISTANCE,ECCENTRIC_PEAK_FORCE_BM,0.0,5
AAL,MEAN_ECCENTRIC_CONCENTRIC_POWER_TIME,0.0,5
SPEEDMAX,MEAN_ECCENTRIC_CONCENTRIC_POWER_TIME,0.0,5
JUMPS,MEAN_ECCENTRIC_CONCENTRIC_POWER_TIME,0.0,5
PHYSIOLOAD,MEAN_ECCENTRIC_CONCENTRIC_POWER_TIME,0.0,5
EXERTIONS,MEAN_ECCENTRIC_CONCENTRIC_POWER_TIME,0.0,5
DISTANCE,MEAN_ECCENTRIC_CONCENTRIC_POWER_TIME,0.0,5
AAL,LOWER_LIMB_STIFFNESS,0.0,5
SPEEDMAX,LOWER_LIMB_STIFFNESS,0.0,5
JUMPS,LOWER_LIMB_STIFFNESS,0.0,5
PHYSIOLOAD,LOWER_LIMB_STIFFNESS,0.0,5
EXERTIONS,LOWER_LIMB_STIFFNESS,0.0,5
DISTANCE,LOWER_LIMB_STIFFNESS,0.0,5
AAL,CONCENTRIC_RPD,0.0,5
SPEEDMAX,CONCENTRIC_RPD,0.0,5
JUMPS,CONCENTRIC_RPD,0.0,5
PHYSIOLOAD,CONCENTRIC_RPD,0.0,5
EXERTIONS,CONCENTRIC_RPD,0.0,5
DISTANCE,CONCENTRIC_RPD,0.0,5
AAL,CONCENTRIC_RPD_BM,0.0,5
SPEEDMAX,CONCENTRIC_RPD_BM,0.0,5
JUMPS,CONCENTRIC_RPD_BM,0.0,5
PHYSIOLOAD,CONCENTRIC_RPD_BM,0.0,5
EXERTIONS,CONCENTRIC_RPD_BM,0.0,5
DISTANCE,CONCENTRIC_RPD_BM,0.0,5
AAL,TOTAL_WORK,0.0,5
SPEEDMAX,TOTAL_WORK,0.0,5
JUMPS,TOTAL_WORK,0.0,5
PHYSIOLOAD,TOTAL_WORK,0.0,5
EXERTIONS,TOTAL_WORK,0.0,5
DISTANCE,TOTAL_WORK,0.0,5
AAL,VELOCITY_AT_PEAK_POWER,0.0,5
SPEEDMAX,VELOCITY_AT_PEAK_POWER,0.0,5
JUMPS,VELOCITY_AT_PEAK_POWER,0.0,5
PHYSIOLOAD,VELOCITY_AT_PEAK_POWER,0.0,5
EXERTIONS,VELOCITY_AT_PEAK_POWER,0.0,5
DISTANCE,VELOCITY_AT_PEAK_POWER,0.0,5
AAL,ECCENTRIC_DECELERATION_IMPULSE,0.0,5
SPEEDMAX,ECCENTRIC_DECELERATION_IMPULSE,0.0,5
JUMPS,ECCENTRIC_DECELERATION_IMPULSE,0.0,5
PHYSIOLOAD,ECCENTRIC_DECELERATION_IMPULSE,0.0,5
EXERTIONS,ECCENTRIC_DECELERATION_IMPULSE,0.0,5
DISTANCE,ECCENTRIC_DECELERATION_IMPULSE,0.0,5
AAL,CONCENTRIC_IMPULSE,0.0,5
SPEEDMAX,CONCENTRIC_IMPULSE,0.0,5
JUMPS,CONCENTRIC_IMPULSE,0.0,5
PHYSIOLOAD,CONCENTRIC_IMPULSE,0.0,5
EXERTIONS,CONCENTRIC_IMPULSE,0.0,5
DISTANCE,CONCENTRIC_IMPULSE,0.0,5
AAL,FORCE_AT_ZERO_VELOCITY,0.0,5
SPEEDMAX,FORCE_AT_ZERO_VELOCITY,0.0,5
JUMPS,FORCE_AT_ZERO_VELOCITY,0.0,5
PHYSIOLOAD,FORCE_AT_ZERO_VELOCITY,0.0,5
EXERTIONS,FORCE_AT_ZERO_VELOCITY,0.0,5
DISTANCE,FORCE_AT_ZERO_VELOCITY,0.0,5
AAL,POSITIVE_IMPULSE,0.0,5
SPEEDMAX,POSITIVE_IMPULSE,0.0,5
JUMPS,POSITIVE_IMPULSE,0.0,5
PHYSIOLOAD,POSITIVE_IMPULSE,0.0,5
EXERTIONS,POSITIVE_IMPULSE,0.0,5
DISTANCE,POSITIVE_IMPULSE,0.0,5
AAL,POSITIVE_TAKEOFF_IMPULSE,0.0,5
SPEEDMAX,POSITIVE_TAKEOFF_IMPULSE,0.0,5
JUMPS,POSITIVE_TAKEOFF_IMPULSE,0.0,5
PHYSIOLOAD,POSITIVE_TAKEOFF_IMPULSE,0.0,5
EXERTIONS,POSITIVE_TAKEOFF_IMPULSE,0.0,5
DISTANCE,POSITIVE_TAKEOFF_IMPULSE,0.0,5
AAL,CMJ_STIFFNESS,0.0,5
SPEEDMAX,CMJ_STIFFNESS,0.0,5
JUMPS,CMJ_STIFFNESS,0.0,5
PHYSIOLOAD,CMJ_STIFFNESS,0.0,5
EXERTIONS,CMJ_STIFFNESS,0.0,5
DISTANCE,CMJ_STIFFNESS,0.0,5
AAL,CONCENTRIC_MEAN_FORCE_BM,0.0,5
SPEEDMAX,CONCENTRIC_MEAN_FORCE_BM,0.0,5
JUMPS,CONCENTRIC_MEAN_FORCE_BM,0.0,5
PHYSIOLOAD,CONCENTRIC_MEAN_FORCE_BM,0.0,5
EXERTIONS,CONCENTRIC_MEAN_FORCE_BM,0.0,5
DISTANCE,CONCENTRIC_MEAN_FORCE_BM,0.0,5
AAL,CONCENTRIC_IMPULSE_100_MS_CONCENTRIC_IMPULSE,0.0,5
SPEEDMAX,CONCENTRIC_IMPULSE_100_MS_CONCENTRIC_IMPULSE,0.0,5
JUMPS,CONCENTRIC_IMPULSE_100_MS_CONCENTRIC_IMPULSE,0.0,5
PHYSIOLOAD,CONCENTRIC_IMPULSE_100_MS_CONCENTRIC_IMPULSE,0.0,5
EXERTIONS,CONCENTRIC_IMPULSE_100_MS_CONCENTRIC_IMPULSE,0.0,5
DISTANCE,CONCENTRIC_IMPULSE_100_MS_CONCENTRIC_IMPULSE,0.0,5
AAL,DISPLACEMENT_AT_TAKEOFF,0.025489927308706188,5
SPEEDMAX,DISPLACEMENT_AT_TAKEOFF,-0.018799894543530444,5
JUMPS,DISPLACEMENT_AT_TAKEOFF,0.021641190934068275,5
PHYSIOLOAD,DISPLACEMENT_AT_TAKEOFF,0.024609710252928393,5
EXERTIONS,DISPLACEMENT_AT_TAKEOFF,0.004944465757220508,5
DISTANCE,DISPLACEMENT_AT_TAKEOFF,0.02421846240839514,5
AAL,FORCE_AT_ZERO_VELOCITY_BM,0.0,5
SPEEDMAX,FORCE_AT_ZERO_VELOCITY_BM,0.0,5
JUMPS,FORCE_AT_ZERO_VELOCITY_BM,0.0,5
PHYSIOLOAD,FORCE_AT_ZERO_VELOCITY_BM,0.0,5
EXERTIONS,FORCE_AT_ZERO_VELOCITY_BM,0.0,5
DISTANCE,FORCE_AT_ZERO_VELOCITY_BM,0.0,5
AAL,RSI_MODIFIED_IMP_MOM,0.0,5
SPEEDMAX,RSI_MODIFIED_IMP_MOM,0.0,5
JUMPS,RSI_MODIFIED_IMP_MOM,0.0,5
PHYSIOLOAD,RSI_MODIFIED_IMP_MOM,0.0,5
EXERTIONS,RSI_MODIFIED_IMP_MOM,0.0,5
DISTANCE,RSI_MODIFIED_IMP_MOM,0.0,5
