"","Player","Feature","AAL","Max Speed","Jumps","Physio-load","Exertions","Distance"
"39",2,"Modified Reactive Strength Index",0.0285862960140347,0.0214516756452846,0.0615821505485117,0.0378180489126138,-0.00885747346689858,0.0337972195713466
"40",2,"Total Work",0.0375691104138903,0.0483314038213106,0.0320292485886201,0.051295981761161,0.0111601724130206,0.0458421725729961
"41",2,"Eccentric Unloading Impulse",-0.0373412993832997,0.0471978099019506,-0.082775146973849,-0.0375936217288162,0.0236579200061564,-0.0335966532254059
"42",2,"Positive Takeoff Impulse",0.0250751016232768,0.0174969989847015,0.0188512063439543,0.0314848705801746,0.00712993775297381,0.0281373866149572
"43",2,"Modified Reactive Strength Index from Impulse and Momentum",0,0,0,0,0,0
"44",3,"Time",0.146794281226155,0.0397016006637175,0.150124380200691,0.145046109554128,-0.0101876274145326,0.116507534406663
"45",3,"Countermovement Depth",-0.111649758299196,0.0794029917146127,-0.0972600477599322,-0.142214594620632,-0.0861381380212447,-0.0998397148002809
"46",3,"Mean Landing Power",0.0489273203886475,-0.0353321188372458,0.0624318622982502,0.0654639748814169,0.0415096083476116,0.0438722726072342
"47",3,"Eccentric Mean Force",0,0,0,0,0,0
"48",3,"Eccentric to Concentric Mean Force Ratio",0.0428052792959084,-0.0782804601033574,0.0322195100716439,0.0608687003462531,0.0409446313325594,0.0419774858287408
"49",3,"Eccentric Mean Power per Body Mass",0.0913812528462869,-0.0293475393054662,0.0479698978834428,0.116890522962679,0.0682174870280747,0.0825377486901336
"50",3,"Concentric Duration",0.0137531725787915,-0.0477547861052116,0.0245794578652424,0.0193487868314357,0.018046149978908,0.010663897322425
"51",3,"Eccentric Deceleration Impulse",0.0469220635723175,-0.0236112242952513,0.0150145319432104,0.0619654733866527,0.028631503622993,0.042735394382563
"52",3,"Concentric Impulse in 100ms to Total Impulse Ratio",-0.000995894753292931,0.0433189174345053,-0.016597071526697,-0.00190126230814574,-0.0150710508733906,-0.000153200280081279
"53",4,"Time",0.188979976283069,0.11529708531751,0.0323310578165161,0.206823485035994,0.0373223906719036,0.15508349994935
"54",4,"Eccentric Mean Force",0,0,0,0,0,0
"55",4,"Braking Phase Duration",-0.0389740534642066,0.0226706704593007,-0.0350224691895926,-0.028572017179034,0.00270883886422676,-0.0131079314853224
"56",4,"Second Half Concentric Impulse",-0.019579740450812,0.00530326421988369,-0.0175682609445613,-0.0160548041010041,0.00873309269964452,-0.00799163495179335
"57",4,"Eccentric Braking Rate of Force Development",0,0,0,0,0,0
"58",4,"Eccentric Braking Rate of Force Development per Body Mass",0,0,0,0,0,0
"59",4,"Concentric Impulse",0,0,0,0,0,0
"60",5,"Time",0,0,0,0,0,0
"61",5,"Countermovement Depth",0,0,0,0,0,0
"62",5,"Flight Time",0,0,0,0,0,0
"63",5,"Jump Height from Displacement",0,0,0,0,0,0
"64",5,"Jump Height from Impulse and Momentum",0,0,0,0,0,0
"65",5,"Mean Landing Power",-0.15708009457525,-0.164000294920722,-0.250080223965853,-0.194922735454866,-0.0885349569729698,-0.191823834053389
"66",5,"Mean Takeoff Acceleration",0,0,0,0,0,0
"67",5,"Concentric Mean Force",0,0,0,0,0,0
"68",5,"Eccentric Mean Force",0,0,0,0,0,0
"69",5,"Eccentric to Concentric Mean Force Ratio",0,0,0,0,0,0
"70",5,"Concentric Mean Power",0,0,0,0,0,0
"71",5,"Concentric Mean Power per Body Mass",0,0,0,0,0,0
"72",5,"Mean Takeoff Velocity",0,0,0,0,0,0
"73",5,"Concentric Peak Velocity",0,0,0,0,0,0
"74",5,"Contraction Time",0,0,0,0,0,0
"75",5,"Vertical Velocity at Takeoff",0,0,0,0,0,0
"76",5,"Concentric Duration",0,0,0,0,0,0
"77",5,"Eccentric Deceleration Phase Duration",0,0,0,0,0,0
"78",5,"Eccentric Mean Deceleration Force",0,0,0,0,0,0
"79",5,"Second Half Concentric Impulse",0,0,0,0,0,0
"80",5,"Eccentric Peak Force",0,0,0,0,0,0
"81",5,"Eccentric Peak Force per Body Mass",0,0,0,0,0,0
"82",5,"Mean Eccentric and Concentric Power to Time Ratio",0,0,0,0,0,0
"83",5,"Lower-Limb Stiffness",0,0,0,0,0,0
"84",5,"Concentric Rate of Power Development",0,0,0,0,0,0
"85",5,"Concentric Rate of Power Development per Body Mass",0,0,0,0,0,0
"86",5,"Total Work",0,0,0,0,0,0
"87",5,"Velocity at Peak Power",0,0,0,0,0,0
"88",5,"Eccentric Deceleration Impulse",0,0,0,0,0,0
"89",5,"Concentric Impulse",0,0,0,0,0,0
"90",5,"Force at Zero Velocity",0,0,0,0,0,0
"91",5,"Positive Impulse",0,0,0,0,0,0
"92",5,"Positive Takeoff Impulse",0,0,0,0,0,0
"93",5,"CMJ Stiffness",0,0,0,0,0,0
"94",5,"Concentric Mean Force per Body Mass",0,0,0,0,0,0
"95",5,"Concentric Impulse in 100ms to Total Impulse Ratio",0,0,0,0,0,0
"96",5,"Displacement at Takeoff",0.0254899273087062,-0.0187998945435304,0.0216411909340683,0.0246097102529284,0.00494446575722051,0.0242184624083951
"97",5,"Force at Zero Velocity per Body Mass",0,0,0,0,0,0
"98",5,"Modified Reactive Strength Index from Impulse and Momentum",0,0,0,0,0,0
